project,genome,file_accession,type,output_type,replicates,pipe,Target,Biosample
ENCSR207GYC,GRCh38,ENCFF268RHV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF70,SK-N-SH
ENCSR207PFI,GRCh38,ENCFF753UAX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBED1,GM12878
ENCSR207WFD,GRCh38,ENCFF336QCU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HMGA2,A549
ENCSR208VNN,GRCh38,ENCFF518SJY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IFI16,K562
ENCSR210DDA,GRCh38,ENCFF137QEJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN21,HepG2
ENCSR210HBN,GRCh38,ENCFF371LUB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IKZF5,HepG2
ENCSR210MET,GRCh38,ENCFF233HUW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF391,HEK293
ENCSR211GNP,GRCh38,ENCFF952OOU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN4,HEK293
ENCSR211PZO,GRCh38,ENCFF088ZHH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GLI4,HEK293
ENCSR212YKD,GRCh38,ENCFF506SOD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SKIL,GM12878
ENCSR213QOZ,GRCh38,ENCFF243JXS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SMAD1,HepG2
ENCSR213VUI,GRCh38,ENCFF448LKL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TRIM25,K562
ENCSR214EKV,GRCh38,ENCFF648ORA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF281,K562
ENCSR214PDW,GRCh38,ENCFF794OSY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF780A,K562
ENCSR214RUE,GRCh38,ENCFF660FXN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF219,WTC11
ENCSR215XSZ,GRCh38,ENCFF896EHN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZMAT5,HepG2
ENCSR216GKQ,GRCh38,ENCFF154DSR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN5A,HepG2
ENCSR217HTK,GRCh38,ENCFF182MPY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF2,HEK293
ENCSR217WRC,GRCh38,ENCFF238TAW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TSHZ1,HEK293
ENCSR222TVA,GRCh38,ENCFF352NGK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF785,K562
ENCSR223TAV,GRCh38,ENCFF088YZU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PRDM10,HEK293
ENCSR224NFP,GRCh38,ENCFF193XBL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF426,HEK293
ENCSR224NQI,GRCh38,ENCFF409BJK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF414,HepG2
ENCSR224QDY,GRCh38,ENCFF398HZM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF121,HEK293
ENCSR225SLE,GRCh38,ENCFF795VJZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF569,HepG2
ENCSR225UTR,GRCh38,ENCFF784ICI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRX3,HepG2
ENCSR226NRS,GRCh38,ENCFF035QJG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TOX2,SK-N-SH
ENCSR226QQM,GRCh38,ENCFF561XGT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFIA,HepG2
ENCSR227PHM,GRCh38,ENCFF322IVF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF501,HepG2
ENCSR228ELU,GRCh38,ENCFF214SNH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TEAD1,K562
ENCSR228OQM,GRCh38,ENCFF648UJW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CLOCK,K562
ENCSR228PGT,GRCh38,ENCFF992KBL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF292,HEK293
ENCSR228ZYW,GRCh38,ENCFF861MUF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,STAT6,HepG2
ENCSR229DYF,GRCh38,ENCFF322NYK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB26,HEK293
ENCSR229KXQ,GRCh38,ENCFF094FBP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF282,K562
ENCSR229QAN,GRCh38,ENCFF071DRB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,USF2,WTC11
ENCSR230PTV,GRCh38,ENCFF209DVO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB2,K562
ENCSR231CZR,GRCh38,ENCFF812XUO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SOX15,WTC11
ENCSR231ENE,GRCh38,ENCFF823HUJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID3A,MCF-7
ENCSR231NMZ,GRCh38,ENCFF451IBG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF567,HepG2
ENCSR231PDA,GRCh38,ENCFF873VFI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF319,K562
ENCSR231YFE,GRCh38,ENCFF356WOE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB33,MCF-7
ENCSR231ZVN,GRCh38,ENCFF406TZR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXA3,K562
ENCSR232AAR,GRCh38,ENCFF696QTC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB42,HepG2
ENCSR232LLP,GRCh38,ENCFF163LGN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXP4,HepG2
ENCSR233FJO,GRCh38,ENCFF413OMR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF280D,HepG2
ENCSR233MWH,GRCh38,ENCFF065LJS,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF670,HEK293
ENCSR235PYI,GRCh38,ENCFF566BPY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF41,K562
ENCSR236JZN,GRCh38,ENCFF558YMC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF586,K562
ENCSR237OGW,GRCh38,ENCFF857BXY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREBL2,HepG2
ENCSR238QRG,GRCh38,ENCFF076WTT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TBX3,HepG2
ENCSR241LIH,GRCh38,ENCFF674XTY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AFF1,K562
ENCSR242BGR,GRCh38,ENCFF742RAU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF770,HEK293
ENCSR243BPI,GRCh38,ENCFF708ZFL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF219,HepG2
ENCSR248BVU,GRCh38,ENCFF404IUH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF264,HepG2
ENCSR248QBT,GRCh38,ENCFF254GEZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,USF1,WTC11
ENCSR248WAU,GRCh38,ENCFF874HXM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF772,HepG2
ENCSR249BHQ,GRCh38,ENCFF847QJI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF592,K562
ENCSR249VFB,GRCh38,ENCFF308VAI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB49,K562
ENCSR250LJG,GRCh38,ENCFF659FLZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GATAD2B,HepG2
ENCSR250WFW,GRCh38,ENCFF057RJK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RREB1,K562
ENCSR251OVJ,GRCh38,ENCFF485GWN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SMAD5,GM12878
ENCSR251XFX,GRCh38,ENCFF598CBU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,DMTF1,HepG2
ENCSR253CKN,GRCh38,ENCFF474BNK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN21,HEK293
ENCSR253HUM,GRCh38,ENCFF115ENN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF576,HepG2
ENCSR253OON,GRCh38,ENCFF683OFC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF1,HepG2
ENCSR257AFV,GRCh38,ENCFF305XQM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF76,K562
ENCSR257XVY,GRCh38,ENCFF451LLC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF83,K562
ENCSR258PSN,GRCh38,ENCFF647DPD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF639,K562
ENCSR258SXK,GRCh38,ENCFF293HRO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SFPQ,HepG2
ENCSR260GQA,GRCh38,ENCFF300TKM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF671,WTC11
ENCSR260UJI,GRCh38,ENCFF180HKK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MBD1,HepG2
ENCSR261EBV,GRCh38,ENCFF835WQS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AFF4,WTC11
ENCSR261EDU,GRCh38,ENCFF257JVF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MNT,HepG2
ENCSR261UIH,GRCh38,ENCFF261NJZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF460,HepG2
ENCSR263DFP,GRCh38,ENCFF127VNK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PBX2,K562
ENCSR263XFO,GRCh38,ENCFF621IOC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF83,HepG2
ENCSR263YXJ,GRCh38,ENCFF975YZR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF672,HepG2
ENCSR264CZJ,GRCh38,ENCFF992HUS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THRA,K562
ENCSR264LQX,GRCh38,ENCFF442ZRY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF383,HepG2
ENCSR264LYE,GRCh38,ENCFF106ECV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ESRRB,K562
ENCSR264OKN,GRCh38,ENCFF592JBT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F4,WTC11
ENCSR264SRY,GRCh38,ENCFF233OIC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF512,HepG2
ENCSR265WJC,GRCh38,ENCFF536WWR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF4,MCF-7
ENCSR267NVP,GRCh38,ENCFF700DMQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ESRRA,HepG2
ENCSR267TGY,GRCh38,ENCFF431BYW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARNT2,HepG2
ENCSR269MEF,GRCh38,ENCFF458IBK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB44,HepG2
ENCSR271RRH,GRCh38,ENCFF113OSJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF253,K562
ENCSR272TOJ,GRCh38,ENCFF707SJC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,DLX6,HepG2
ENCSR274LVQ,GRCh38,ENCFF076NIY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF776,HEK293
ENCSR276RQG,GRCh38,ENCFF668VTR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF696,K562
ENCSR277BXW,GRCh38,ENCFF339BDC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB7B,MCF-7
ENCSR277DMR,GRCh38,ENCFF313PVP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ETV1,K562
ENCSR277VXX,GRCh38,ENCFF778FIE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF608,HepG2
ENCSR278JQG,GRCh38,ENCFF682RGC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IKZF1,HepG2
ENCSR279IEM,GRCh38,ENCFF728MNA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SIX4,MCF-7
ENCSR279IMD,GRCh38,ENCFF185KMK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HMGXB4,K562
ENCSR279KDC,GRCh38,ENCFF619TVD,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF677,HEK293
ENCSR279OXE,GRCh38,ENCFF141HPL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP30,K562
ENCSR281VWZ,GRCh38,ENCFF013OOX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GTF2I,WTC11
ENCSR282NLQ,GRCh38,ENCFF442RJO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TSHZ2,SK-N-SH
ENCSR283DOU,GRCh38,ENCFF755APT,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF660,HEK293
ENCSR283MWQ,GRCh38,ENCFF667WTL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF133,HEK293
ENCSR283ZNI,GRCh38,ENCFF423CWQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB8A,K562
ENCSR284SMX,GRCh38,ENCFF365TGJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PREB,WTC11
ENCSR285HHZ,GRCh38,ENCFF602FXL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TEAD4,WTC11
ENCSR286LPH,GRCh38,ENCFF618JPG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF615,HepG2
ENCSR286PCG,GRCh38,ENCFF392INU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBED1,K562
ENCSR288IJC,GRCh38,ENCFF290CNC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MAZ,MCF-7
ENCSR288NNJ,GRCh38,ENCFF717CPE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF416,WTC11
ENCSR288ZFV,GRCh38,ENCFF266GBP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF4,HepG2
ENCSR289NSN,GRCh38,ENCFF921ABU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF354C,HEK293
ENCSR289PSX,GRCh38,ENCFF668GIP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PRDM10,HepG2
ENCSR290SSQ,GRCh38,ENCFF529XTF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MAZ,HEK293
ENCSR291MJH,GRCh38,ENCFF938PFW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MEF2A,HepG2
ENCSR294SAK,GRCh38,ENCFF722GPK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXC10,HEK293
ENCSR295BIP,GRCh38,ENCFF735CAY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF777,HEK293
ENCSR297CGF,GRCh38,ENCFF563ZJM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF6,K562
ENCSR298DSB,GRCh38,ENCFF405YXO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF180,HepG2
ENCSR298QUH,GRCh38,ENCFF669FUB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MZF1,HEK293
ENCSR302AWT,GRCh38,ENCFF702AQS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXK2,K562
ENCSR303SHG,GRCh38,ENCFF854SNX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF699,K562
ENCSR304AMN,GRCh38,ENCFF789GNK,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,IKZF3,HEK293
ENCSR304NTV,GRCh38,ENCFF424FZS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BCL3,HepG2
ENCSR306HAG,GRCh38,ENCFF754CRG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SNAPC4,HepG2
ENCSR307CKC,GRCh38,ENCFF935XZI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF680,HEK293
ENCSR307YJU,GRCh38,ENCFF603EAX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MYNN,K562
ENCSR308LFD,GRCh38,ENCFF862WTX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SRY,HepG2
ENCSR310OZS,GRCh38,ENCFF510SAT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR5A1,HepG2
ENCSR313MMD,GRCh38,ENCFF927JRS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF263,HepG2
ENCSR314BBS,GRCh38,ENCFF918BZG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PTTG1,K562
ENCSR318GET,GRCh38,ENCFF688UTO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXA9,HepG2
ENCSR318LVG,GRCh38,ENCFF160TJG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB40,MCF-7
ENCSR321MSF,GRCh38,ENCFF836DHL,bed narrowPeak,IDR thresholded peaks,"4, 5",ENCODE4,ZBTB21,HEK293
ENCSR321OAA,GRCh38,ENCFF331BSI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXO1,HepG2
ENCSR322ULL,GRCh38,ENCFF725ZBA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB7B,HepG2
ENCSR324LTM,GRCh38,ENCFF632WJK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,OSR2,HEK293
ENCSR325DER,GRCh38,ENCFF961ADR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR3C1,K562
ENCSR325QLX,GRCh38,ENCFF214ZEK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF8,SK-N-SH
ENCSR325VYA,GRCh38,ENCFF130ZHU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF557,HepG2
ENCSR326AQV,GRCh38,ENCFF016TWL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXS1,A549
ENCSR329RRQ,GRCh38,ENCFF877MPO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXO4,HepG2
ENCSR331BDJ,GRCh38,ENCFF068MGV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NKRF,K562
ENCSR331GDC,GRCh38,ENCFF554GSE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB11,K562
ENCSR331HPA,GRCh38,ENCFF093KLR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GABPA,GM12878
ENCSR334HSW,GRCh38,ENCFF545WAL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF318,K562
ENCSR335SUD,GRCh38,ENCFF318ZUN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF436,K562
ENCSR336DXE,GRCh38,ENCFF067KCK,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,SKIL,K562
ENCSR337NQP,GRCh38,ENCFF560XEP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ESRRA,MCF-7
ENCSR338DGO,GRCh38,ENCFF916ITG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SCRT2,HEK293
ENCSR338SEM,GRCh38,ENCFF659RJF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF248,HEK293
ENCSR338UQU,GRCh38,ENCFF598VGY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,STAT6,K562
ENCSR343ELW,GRCh38,ENCFF591TLJ,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4,LEF1,K562
ENCSR343IFJ,GRCh38,ENCFF156GHD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CC2D1A,K562
ENCSR344SBD,GRCh38,ENCFF453NPX,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF596,HEK293
ENCSR347HAM,GRCh38,ENCFF120BVS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF221,HepG2
ENCSR347NOB,GRCh38,ENCFF639KLW,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,CEBPZ,GM12878
ENCSR347PUQ,GRCh38,ENCFF044XYZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZXDC,HepG2
ENCSR348ONY,GRCh38,ENCFF438HIV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP41,HEK293
ENCSR349FYX,GRCh38,ENCFF760NBK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MAX,WTC11
ENCSR350GZC,GRCh38,ENCFF688WTQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF561,K562
ENCSR351NON,GRCh38,ENCFF624JUZ,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF629,HEK293
ENCSR352RXE,GRCh38,ENCFF934PLP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXK1,WTC11
ENCSR354FPG,GRCh38,ENCFF370XOM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,STAT5B,HepG2
ENCSR355HLV,GRCh38,ENCFF562UOF,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4,NR3C1,A549
ENCSR357QJR,GRCh38,ENCFF024WWW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN5A,HEK293
ENCSR357YPP,GRCh38,ENCFF683CTP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF124,HepG2
ENCSR358PJI,GRCh38,ENCFF382QUI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF277,K562
ENCSR359TWG,GRCh38,ENCFF647VJL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXD1,HepG2
ENCSR360ECJ,GRCh38,ENCFF672PJF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF232,K562
ENCSR360UHC,GRCh38,ENCFF270TSN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID3B,K562
ENCSR362NWP,GRCh38,ENCFF483YIX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF24,HepG2
ENCSR363ASY,GRCh38,ENCFF160ECR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF629,HepG2
ENCSR363XBR,GRCh38,ENCFF800KKQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF488,HEK293
ENCSR364SNE,GRCh38,ENCFF724DNU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,POU5F1,K562
ENCSR365DQH,GRCh38,ENCFF303QIA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF211,HEK293
ENCSR365GRX,GRCh38,ENCFF203JNU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP37,HEK293
ENCSR365YCX,GRCh38,ENCFF926UHP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RNF219,HepG2
ENCSR367KYL,GRCh38,ENCFF438MZI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZHX3,HepG2
ENCSR369TCR,GRCh38,ENCFF623DVC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF331,HepG2
ENCSR370NFS,GRCh38,ENCFF932ZCO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF280A,K562
ENCSR371LLY,GRCh38,ENCFF586ALU,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF37A,HEK293
ENCSR372JXR,GRCh38,ENCFF252VSV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF511,HepG2
ENCSR373KKV,GRCh38,ENCFF349IRP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF138,WTC11
ENCSR373ZOY,GRCh38,ENCFF269CPF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MLX,WTC11
ENCSR374MAS,GRCh38,ENCFF954EXR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PITX1,HepG2
ENCSR376QPI,GRCh38,ENCFF178IDY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP30,SK-N-SH
ENCSR376RCX,GRCh38,ENCFF863WFD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GMEB1,K562
ENCSR376UMR,GRCh38,ENCFF014HYS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF84,K562
ENCSR376WCJ,GRCh38,ENCFF559ODJ,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,IRF2,K562
ENCSR377GZS,GRCh38,ENCFF519NHL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP90,HepG2
ENCSR377HQG,GRCh38,ENCFF207XCM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF140,K562
ENCSR381IES,GRCh38,ENCFF837ISW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF1,WTC11
ENCSR381VYR,GRCh38,ENCFF909XIM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP69B,HEK293
ENCSR382GSF,GRCh38,ENCFF406BIK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,INSM2,HEK293
ENCSR382WLL,GRCh38,ENCFF427XNV,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,ELK1,MCF-7
ENCSR384SQB,GRCh38,ENCFF706SJT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF25,HepG2
ENCSR384YOP,GRCh38,ENCFF689CDE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MZF1,HepG2
ENCSR385IUC,GRCh38,ENCFF405EGZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TBX18,K562
ENCSR386UBO,GRCh38,ENCFF258MNE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID4A,HepG2
